Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_hijos,Año_registro,Total_gasto,Total_compras,Campañas_aceptadas,Cluster_KMeans,Clusters_Jerarquicos,Cluster_DBSCAN
Licenciatura,Soltero,80317.0,0,0,2013-08-20,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,71,0,2013,1231,18,0,0,0,0
Maestría,Soltero,30523.0,2,1,2013-07-01,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,68,3,2013,13,4,0,1,1,0
Doctorado,Casado,70356.0,0,0,2012-11-05,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,81,0,2012,1706,27,0,0,0,-1
Licenciatura,Casado,23228.0,1,0,2014-01-05,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,42,1,2014,121,11,0,1,1,0
Doctorado,Divorciado,74165.0,0,0,2013-05-01,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,51,0,2013,1293,20,0,0,0,0
Doctorado,Casado,157243.0,0,1,2014-03-01,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0,53,1,2014,1608,37,0,0,0,-1
Licenciatura,Unión Libre,43482.0,2,1,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,60,3,2013,88,9,0,1,1,0
Licenciatura,Divorciado,62551.0,0,0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,73,0,2013,421,18,1,0,0,-1
Licenciatura,Divorciado,52332.0,0,0,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,67,0,2013,259,12,1,1,0,-1
Licenciatura,Soltero,66951.0,0,0,2013-11-02,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,38,0,2013,1117,15,0,0,0,0
Licenciatura,Unión Libre,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,69,2,2014,89,9,0,1,1,0
Licenciatura,Unión Libre,33456.0,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,61,2,2014,36,6,0,1,1,0
Licenciatura,Casado,28718.0,1,0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,44,1,2013,57,7,0,1,1,0
Licenciatura,Casado,50447.0,2,0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,56,2,2014,148,8,0,1,1,0
Doctorado,Unión Libre,53537.0,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,67,2,2014,93,8,0,1,1,0
Licenciatura,Soltero,52074.0,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,59,1,2014,119,7,1,1,1,0
Doctorado,Casado,80427.0,0,1,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,51,1,2012,1835,28,0,0,0,0
Doctorado,Casado,83837.0,0,0,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,78,0,2012,1318,25,3,0,0,-1
Doctorado,Casado,38853.0,1,1,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,56,2,2014,45,7,0,1,1,0
Licenciatura,Unión Libre,38285.0,2,1,2014-06-24,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,67,3,2014,10,4,0,1,1,0
Posgrado,Casado,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,75,0,2013,978,25,1,0,0,-1
Doctorado,Casado,51650.0,0,1,2014-05-11,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,50,1,2014,191,10,0,1,1,0
Posgrado,Casado,16248.0,1,0,2014-05-10,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,38,1,2014,57,9,0,1,1,0
Maestría,Casado,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,80,0,2013,1033,24,0,0,0,0
Maestría,Casado,30477.0,1,0,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,42,1,2014,66,6,0,1,1,0
Básica,Casado,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,65,0,2014,43,6,0,1,0,0
Licenciatura,Casado,25271.0,1,0,2012-12-05,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,43,1,2012,50,5,0,1,1,0
Doctorado,Soltero,32303.0,0,1,2014-03-08,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,56,1,2014,39,7,0,1,1,0
Licenciatura,Casado,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,60,1,2013,608,18,0,0,0,0
Licenciatura,Casado,74068.0,0,0,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,50,0,2013,1581,24,0,0,0,0
Doctorado,Casado,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,62,2,2013,68,7,0,1,1,0
Básica,Unión Libre,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,48,1,2012,80,5,1,1,1,0
Doctorado,Unión Libre,66973.0,0,0,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,37,0,2013,1282,28,0,0,0,0
Licenciatura,Casado,38872.0,1,0,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,38,1,2013,91,8,0,1,1,0
Licenciatura,Casado,51148.0,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,53,2,2013,315,16,0,1,0,0
Licenciatura,Casado,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,49,2,2013,31,6,0,1,1,0
Maestría,Casado,69661.0,0,0,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,46,0,2014,834,23,0,0,0,0
Licenciatura,Casado,80067.0,0,0,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,72,0,2013,1600,17,1,0,0,0
Licenciatura,Casado,86718.0,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,72,0,2013,1270,17,0,0,0,0
Doctorado,Soltero,46854.0,1,1,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,53,2,2014,263,15,2,1,0,0
Licenciatura,Divorciado,69142.0,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,74,1,2014,535,19,1,0,0,0
Licenciatura,Soltero,75922.0,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,58,0,2013,1295,18,0,0,0,0
Licenciatura,Divorciado,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,48,1,2013,1150,29,0,0,0,0
Doctorado,Unión Libre,102160.0,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,49,0,2012,1240,26,4,0,0,-1
Doctorado,Soltero,40637.0,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,61,2,2013,38,6,0,1,1,0
Maestría,Soltero,18890.0,0,0,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,42,0,2012,35,4,2,1,1,-1
Licenciatura,Unión Libre,29604.0,1,0,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,38,1,2013,53,5,1,1,1,0
Maestría,Divorciado,48721.0,1,1,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,63,2,2013,293,17,0,1,0,0
Licenciatura,Casado,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,60,1,2014,65,6,0,1,1,0
Licenciatura,Divorciado,64497.0,0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,72,1,2012,1804,29,2,0,0,-1
Licenciatura,Unión Libre,46097.0,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,70,1,2013,241,15,0,1,0,0
Licenciatura,Unión Libre,77972.0,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,72,0,2014,1101,20,0,0,0,0
Doctorado,Casado,44377.0,1,1,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,58,2,2012,264,19,0,1,0,0
Maestría,Unión Libre,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,52,2,2013,541,26,0,1,0,0
Licenciatura,Casado,70951.0,0,0,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,41,0,2013,1198,17,0,0,0,0
Licenciatura,Casado,41443.0,1,0,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,49,1,2014,482,20,0,1,0,0
Posgrado,Soltero,52195.0,2,1,2014-05-12,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,48,3,2014,17,4,0,1,1,0
Maestría,Casado,83790.0,0,0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,78,0,2013,1615,25,2,0,0,-1
Maestría,Viudo,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,72,1,2013,285,12,0,1,0,0
Licenciatura,Unión Libre,69508.0,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,46,1,2012,1135,28,0,0,0,0
Posgrado,Unión Libre,45204.0,1,0,2014-04-11,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,38,1,2014,114,7,0,1,1,0
Licenciatura,Casado,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,57,0,2013,1047,16,0,0,0,0
Doctorado,Unión Libre,77622.0,0,2,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,56,2,2014,714,22,0,0,0,0
Doctorado,Casado,30732.0,1,0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,46,1,2013,185,13,0,1,1,0
Licenciatura,Divorciado,63887.0,0,1,2012-09-08,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,64,1,2012,1245,32,0,0,0,0
Licenciatura,Unión Libre,42011.0,1,0,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,48,1,2013,189,12,0,1,0,0
Licenciatura,Unión Libre,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,50,1,2012,576,16,0,1,0,0
Licenciatura,Divorciado,51537.0,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,74,1,2012,1103,18,0,0,0,0
Doctorado,Casado,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,54,0,2012,1753,17,0,0,0,0
Doctorado,Unión Libre,34320.0,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,40,1,2014,17,4,0,1,1,0
Licenciatura,Soltero,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,60,2,2013,433,23,1,1,0,0
Posgrado,Divorciado,81975.0,0,1,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,64,1,2013,1588,14,1,0,0,-1
Licenciatura,Unión Libre,38590.0,1,0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,55,1,2013,22,4,0,1,1,0
Licenciatura,Soltero,15033.0,0,0,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,75,0,2014,19,5,0,1,0,0
Doctorado,Casado,62745.0,0,1,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,61,1,2013,1117,29,0,0,0,0
Posgrado,Casado,22212.0,1,0,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,51,1,2013,69,8,0,1,1,0
Maestría,Unión Libre,23661.0,1,0,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,44,1,2013,23,5,0,1,1,0
Doctorado,Soltero,79761.0,0,1,2013-10-04,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,68,1,2013,605,19,0,0,0,0
Licenciatura,Soltero,7500.0,1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,53,1,2013,57,11,0,1,1,0
Licenciatura,Viudo,73455.0,0,0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,58,0,2013,2088,22,1,0,0,0
Licenciatura,Unión Libre,64961.0,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,68,1,2012,1009,16,0,0,0,0
Licenciatura,Soltero,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,55,1,2013,26,5,0,1,1,0
Licenciatura,Casado,73687.0,0,0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,36,0,2013,1627,22,2,0,0,0
Licenciatura,Casado,61074.0,0,1,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,68,1,2012,1102,31,0,0,0,0
Doctorado,Casado,31686.0,1,1,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,62,2,2014,17,6,0,1,1,0
Licenciatura,Casado,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,54,1,2013,1690,16,4,0,0,-1
Licenciatura,Casado,75027.0,0,1,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,73,1,2013,1390,21,0,0,0,0
Doctorado,Casado,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,38,0,2012,2126,20,0,0,0,0
Maestría,Unión Libre,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,57,1,2012,1531,25,0,0,0,0
Maestría,Soltero,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,51,1,2013,64,7,0,1,0,0
Licenciatura,Soltero,29938.0,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,41,1,2013,26,6,0,1,1,0
Licenciatura,Divorciado,102692.0,0,0,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,52,0,2013,1112,29,5,0,0,-1
Posgrado,Unión Libre,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,68,0,2012,210,11,0,1,0,0
Licenciatura,Unión Libre,75702.0,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,59,2,2012,1148,26,0,0,0,0
Doctorado,Soltero,30899.0,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,52,1,2012,33,6,0,1,1,0
Doctorado,Unión Libre,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,65,1,2012,1101,19,1,0,0,0
Licenciatura,Soltero,45989.0,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,62,1,2012,322,16,0,1,0,0
Licenciatura,Soltero,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,62,2,2013,44,10,0,1,1,0
Doctorado,Soltero,40737.0,2,1,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,69,3,2013,17,4,0,1,1,0
Licenciatura,Divorciado,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,47,1,2012,31,6,2,1,1,-1
Doctorado,Divorciado,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,58,2,2013,845,25,0,0,0,0
Maestría,Casado,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,56,1,2014,275,15,0,1,0,0
Doctorado,Casado,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,48,1,2012,25,4,0,1,1,0
Maestría,Unión Libre,43776.0,1,1,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,74,2,2013,275,17,1,1,1,0
Maestría,Casado,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,60,2,2013,90,11,0,1,1,0
Licenciatura,Casado,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,63,0,2014,1495,19,1,0,0,0
Doctorado,Casado,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,56,2,2012,184,11,2,1,0,-1
Licenciatura,Casado,72940.0,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,56,0,2013,981,13,0,0,0,0
Licenciatura,Unión Libre,22070.0,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,56,1,2013,67,8,0,1,1,0
Licenciatura,Soltero,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,73,0,2012,1635,14,1,0,0,0
Maestría,Soltero,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,43,1,2014,60,10,0,1,0,0
Doctorado,Unión Libre,61905.0,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,51,1,2014,231,12,0,1,0,0
Licenciatura,Casado,29315.0,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,66,2,2014,48,10,0,1,1,0
Licenciatura,Divorciado,33378.0,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,63,2,2013,99,9,0,1,1,0
Doctorado,Unión Libre,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,63,1,2013,770,23,0,0,0,0
Licenciatura,Soltero,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,70,0,2013,957,23,1,0,0,0
Maestría,Unión Libre,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,45,0,2014,818,12,0,0,0,-1
Doctorado,Soltero,69867.0,0,0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,40,0,2013,925,17,2,0,0,-1
Maestría,Divorciado,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,58,1,2013,908,22,0,0,0,0
Básica,Casado,24480.0,1,0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,45,1,2013,102,10,0,1,1,0
Licenciatura,Unión Libre,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,50,1,2012,576,16,0,1,0,0
Licenciatura,Unión Libre,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,80,0,2012,317,13,0,1,0,0
Doctorado,Unión Libre,65640.0,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,52,1,2014,461,15,0,1,0,0
Maestría,Casado,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,51,2,2014,37,7,0,1,1,0
Licenciatura,Casado,30631.0,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,52,1,2013,70,7,0,1,1,0
Licenciatura,Unión Libre,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,74,0,2013,930,23,0,0,0,0
Maestría,Unión Libre,50898.0,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,70,2,2013,859,33,0,0,0,-1
Licenciatura,Viudo,79946.0,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,60,0,2014,1478,22,0,0,0,0
Maestría,Divorciado,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,77,0,2013,390,16,0,1,0,-1
Posgrado,Unión Libre,32414.0,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,42,0,2013,52,5,1,1,1,0
Licenciatura,Unión Libre,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,57,1,2013,137,10,0,1,1,0
Licenciatura,Casado,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,46,0,2012,1919,19,1,0,0,0
Licenciatura,Unión Libre,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,55,2,2014,68,9,0,1,1,0
Licenciatura,Unión Libre,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,61,2,2013,25,4,0,1,1,0
Maestría,Unión Libre,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,74,1,2012,1374,23,2,0,0,-1
Posgrado,Divorciado,35388.0,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,38,1,2013,32,5,0,1,1,0
Maestría,Unión Libre,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,40,1,2013,100,7,0,1,1,0
Licenciatura,Soltero,68627.0,0,0,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,44,0,2013,825,12,0,0,0,0
Doctorado,Divorciado,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,61,1,2014,916,28,1,0,0,0
Licenciatura,Divorciado,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,68,2,2014,62,11,0,1,1,0
Posgrado,Unión Libre,58821.0,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,70,1,2013,728,21,0,0,0,0
Doctorado,Casado,46377.0,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,48,1,2014,90,7,0,1,1,0
Licenciatura,Soltero,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,38,1,2014,273,13,0,1,1,0
Licenciatura,Unión Libre,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,42,1,2013,66,10,0,1,1,0
Maestría,Casado,80950.0,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,65,0,2013,1213,23,1,0,0,0
Licenciatura,Viudo,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,60,0,2012,107,7,1,1,1,-1
Licenciatura,Soltero,77457.0,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,79,0,2014,1157,18,1,0,0,0
Maestría,Casado,64100.0,0,1,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,62,1,2013,546,18,1,0,0,0
Maestría,Unión Libre,42670.0,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,34,0,2013,241,11,0,1,1,-1
Licenciatura,Divorciado,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,50,1,2014,53,11,0,1,1,0
Licenciatura,Casado,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,59,3,2013,37,7,0,1,1,0
Licenciatura,Casado,,0,0,2013-06-03,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,37,0,2013,1611,24,2,0,0,0
Maestría,Soltero,70893.0,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,50,0,2013,1508,23,0,0,0,1
Licenciatura,Casado,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,60,2,2013,235,16,0,1,0,0
Maestría,Unión Libre,28839.0,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,70,2,2014,32,7,0,1,1,0
Licenciatura,Casado,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,54,2,2013,102,8,0,1,1,0
Licenciatura,Soltero,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,41,1,2012,401,15,0,1,0,0
Licenciatura,Casado,30833.0,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,75,2,2013,28,6,0,1,1,0
Licenciatura,Soltero,,1,2,2013-08-23,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,56,3,2013,1052,21,2,0,0,-1
Licenciatura,Casado,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,55,1,2013,680,21,0,0,0,0
Licenciatura,Casado,34421.0,1,0,2013-07-01,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,52,1,2013,30,4,0,1,1,0
